,title,date,count_no_deps,no_deps,url,0 Зарегистрировались,0 перерыв,1 Зарегистрировались,1 перерыв,2 Зарегистрировались,2 перерыв,3 Зарегистрировались,4 Зарегистрировались,5 Зарегистрировались,6 Зарегистрировались
190,протокол № 26 от 13.12.2017 г.,13.12.2017,37,"Акаев Ж.К. (право голосования передано депутату Нурбаеву А.М. в письменной форме), Аманкулов М.А. (право голосования передано депутату Омуркулову И.Ш. в письменной форме), Артыков А. (право голосования передано депутату Омуркулову И.Ш. в письменной форме), Асылбаева Г.К. (право голосования передано депутату Жунус уулу Алтынбеку в письменной форме), Бабанов О.Т. (право голосования передано депутату Сабирову М.Э. в письменной форме), Бокоев К.С. (право голосования передано депутату Баймуратову К.Ш. в письменной форме), Жамангулов А.Ж. (право голосования передано депутату Мавляновой М.Э. в письменной форме), Жеенчороев М.К. (право голосования передано депутату Мамытову Т.Т. в письменной форме), Жумалиев К.М. (право голосования передано депутату Акматову А.Ж. в письменной форме), Жунус уулу Адыл (право голосования передано депутату Тулендыбаеву П.Р. в письменной форме), Исмаилова А.Ж. (право голосования передано депутату Шарипову З.Э. в письменной форме), Иминов Ф.А. (право голосования передано депутату Алтынбекову А. в письменной форме), Исаев К.К., Казакбаев Р.А. (право голосования передано депутату Мамытову Т.Т. в письменной форме), Калмаматов Ж.А. (право голосования передано депутату Масабирову Т.А. в письменной форме), Карашев А.А., Касымалиева А.К. (право голосования передано депутату Арапбаеву А.А. в письменной форме), Маматов А. (право голосования передано депутату Токтошеву Э.Т. в письменной форме), Маннанов И.А. (право голосования передано депутату Каримову Н.Т. в письменной форме), Макеев Н.К. (право голосования передано депутату Нурматову К.С. в письменной форме), Масалиев И.А. (право голосования передано депутату Торобаеву Б.Э. в письменной форме), Назаров А.К. (право голосования передано депутату Айдарову С.А. в письменной форме), Никитенко Н.В. (право голосования передано депутату Мамашовой А.Т. в письменной форме), Омурбекова А.С. (право голосования передано депутату Сабирову А.С. в письменной форме), Орозова К.Б. (право голосования передано депутату Артыкбаеву О.М. в письменной форме), Осмонова А.Ш. (право голосования передано депутату Бекешеву Д.Д. в письменной форме), Пирматов И.А. (право голосования передано депутату Нурбаеву А.М. в письменной форме), Салянова А.Ж. (право голосования передано депутату Никитенко Н.В. в письменной форме), Турсунбаев А.А. (право голосования передано депутату Масабирову Т.А. в письменной форме), Торокулов Д.Г. (право голосования передано депутату Сулайманову А.Т. в письменной форме), Туманбаева Р.М. (право голосования передано депутату Абжалиеву А.Т. в письменной форме), Узакбаев А.О. (право голосования передано депутату Шайназарову Т.У. в письменной форме), Чудинов И.В. (право голосования передано депутату Бакчиеву Дж.А. в письменной форме), Шадиев А.А. (право голосования передано депутату Сулайманову А.Т. в письменной форме), Шыкмаматов А.Н. (право голосования передано депутату Маматову А. в письменной форме), Эргешов А.М. (право голосования передано депутату Алимбекову Н.К. в письменной форме), Юсуров А.Л. (право голосования передано депутату Бакирову М.И. в письменной форме).",http://kenesh.kg/ru/article/show/3199/protokol-26-ot-13-12-2017-g,92,15 минут,76,00 часов,110,15 минут,97,83,,
191,протокол № 25 от 07.12.2017 г.,07.12.2017,24,"Акаев Ж.К., Арапбаев А.А. (право голосования передано депутату Эгембердиеву М.Б. в письменной форме), Бабанов О.Т., Бокоев К.С. (право голосования передано депутату Жеенчороеву М.К. в письменной форме), Жамалдинов З.И. (право голосования передано депутату Бакирову М.И. в письменной форме), Жамангулов А.Ж., Жапаров А.У., Жетигенов Б.Ж., Ибраимжанов Б.С. (право голосования передано депутату Жеенчороеву М.К. в письменной форме), Исаев К.К., Иманалиев К.К. (право голосования передано депутату Маматову А. в письменной форме), Казакбаев Р.А. (право голосования передано депутату Кыдыралиеву У.Т. в письменной форме), Матраимов И.И. (право голосования передано депутату Зулпукарову Т.З. в письменной форме), Мусабекова Ж.А. (право голосования передано депутату Аманкулову М.А. в письменной форме), Назаров А.К. (право голосования передано депутату Баатырбекову А.Б. в письменной форме), Никитенко Н.В. (право голосования передано депутату Маматову А. в письменной форме), Нурбаев А.М. (право голосования передано депутату Каримову Н.Т. в письменной форме), Нурматов К.С. (право голосования передано депутату Масабирову Т.А. в письменной форме), Сабиров М.Э., Салянова А.Ж. (право голосования передано депутату Шыкмаматову А.Н. в письменной форме), Сулейманов Б.И. (право голосования передано депутату Маматову А. в письменной форме), Узакбаев А.О., Токтошев Э.Т. (право голосования передано депутату Нышанову С.К. в письменной форме), Торобаев Б.Э. (право голосования передано депутату Бакирову М.И. в письменной форме), Шер-Нияз С. (право голосования передано депутату Маматову А. в письменной форме).",http://kenesh.kg/ru/article/show/2965/protokol-25-ot-07-12-2017-g,83,15 минут,87,00 часов,78,,93,,,
192,протокол № 22 от 29.11.2017 г.,29.11.2017,2,"Бабанов О.Т., Жутанов А.Т. (право голосования передано депутату Икрамову Т.И. в письменной форме), Исаев К.К.",http://kenesh.kg/ru/article/show/2960/protokol-22-ot-29-11-2017-g,112,15 минут,75,1 час,75,,108,,,
193,протокол № 24 от 06.12.2017 г.,06.12.2017,27,"Акаев Ж.К., Аманкулов М.А. (право голосования передано депутату Зулпукарову Т.З. в письменной форме), Бабанов О.Т., Байбакпаев Э.Дж. (право голосования передано депутату Тулендыбаеву П.Р. в письменной форме), Бакчиев Ж.А. (право голосования передано депутату Сулайманову А.Т. в письменной форме), Бокоев К.С. (право голосования передано депутату Жеенчороеву М.К. в письменной форме), Жамалдинов З.И. (право голосования передано депутату Бакирову М.И. в письменной форме), Жамангулов А.Ж., Жапаров А.У., Жетигенов Б.Ж., Ибраимжанов Б.С. (право голосования передано депутату Кыдыралиеву У.Т. в письменной форме), Исаев К.К., Иманалиев К.К., Калмаматов Ж.А. (право голосования передано депутату Масабирову Т.А. в письменной форме), Мамашова А.Т. (право голосования передано депутату Нышанову С.К. в письменной форме), Матраимов И.И. (право голосования передано депутату Зулпукарову Т.З. в письменной форме), Мусабекова Ж.А. (право голосования передано депутату Аманкулову М.А. в письменной форме), Назаров А.К. (право голосования передано депутату Баатырбекову А.Б. в письменной форме), Никитенко Н.В. (право голосования передано депутату Маматову А. в письменной форме), Нурбаев А.М. (право голосования передано депутату Каримову Н.Т. в письменной форме), Нурматов К.С. (право голосования передано депутату Масабирову Т.А. в письменной форме), Сабиров М.Э., Самаев У.О. (право голосования передано депутату Сарсейитову И.З. в письменной форме), Узакбаев А.О., Токтошев Э.Т. (право голосования передано депутату Нышанову С.К. в письменной форме), Торобаев Б.Э., Шер-Нияз С.",http://kenesh.kg/ru/article/show/2964/protokol-24-ot-06-12-2017-g,84,00 часов,106,,105,,,,,
194,протокол № 23 от 30.11. 2017 г.,30.11.,4,"Бабанов О.Т., Исаев К.К., Кулбараков А.И. (право голосования передано депутату Маннанову И.А. в письменной форме), Сабиров М.Э.",http://kenesh.kg/ru/article/show/2963/protokol-23-ot-30-11-2017-g,88,15 минут,99,,95,,97,,,
195,протокол № 20 от 22.11.2017 г.,22.11.2017,7,"Аманкулов М.А. (право голосования передано депутату Омуркулову И.Ш. в письменной форме), Артыков А., Бабанов О.Т, Байбакпаев Э.Дж., Исаев К.К., Маннанов И.А. (право голосования передано депутату Каримову Н.Т. в письменной форме), Орозова К.Б. (право голосования передано депутату Касымалиевой А.К. в письменной форме).",http://kenesh.kg/ru/article/show/2961/protokol-20-ot-22-11-2017-g,73,15 минут,76,,100,,101,,,
196,протокол № 21 от 23.11.2017 г.,23.11.2017,8,"Аманкулов М.А. (право голосования передано депутату Омуркулову И.Ш. в письменной форме), Артыков А., Бабанов О.Т., Байбакпаев Э.Дж., Исаев К.К., Зулпукаров Т.З. (право голосования передано депутату Матраимову И.И. в письменной форме), Маннанов И.А. (право голосования передано депутату Каримову Н.Т. в письменной форме), Орозова К.Б. (право голосования передано депутату Касымалиевой А.К. в письменной форме).",http://kenesh.kg/ru/article/show/2962/protokol-21-ot-23-11-2017-g,76,15 минут,73,1 час,77,,100,,,
197,протокол № 19 от 16.11.2017 г.,16.11.2017,7,"Абдылдаев М.Ю., Аманкулов М.А. (право голосования передано депутату Омуркулову И.Ш. в письменной форме), Бабанов О.Т., Жамангулов А.Ж., Исаев К.К., Мусабекова Ж.А., Орозова К.Б. (право голосования передано депутату Артыкбаеву О.М. в письменной форме), Строкова Е.Г. (право голосования передано депутату Карашеву А.А. в письменной форме), Шадиев А.А.",http://kenesh.kg/ru/article/show/2959/protokol-19-ot-16-11-2017-g,77,15 минут,100,1 час,76,,88,,,
198,протокол № 18 от 15.11.2017 г.,15.11.2017,12,"Абдылдаев М.Ю., Аманкулов М.А. (право голосования передано депутату Омуркулову И.Ш. в письменной форме), Бабанов О.Т., Бакиров М.И., Бокоев К.С., Жамангулов А.Ж. (право голосования передано депутату Турускулову Ж.К. в письменной форме), Касымалиева А.К., Исаев К.К., Мусабекова Ж.А. (право голосования передано депутату Аттокурову Д.Б. в письменной форме), Орозова К.Б. (право голосования передано депутату Артыкбаеву О.М. в письменной форме), Тиллаев Т.Г., Шадиев А.А.",http://kenesh.kg/ru/article/show/2957/protokol-18-ot-15-11-2017-g,77,15 минут,90,,91,,,,,
199,протокол № 17 от 09.11.2017 г.,09.11.2017,7,"Акматов А.Ж. (право голосования передано депутату Субанбекову Б.Ж. в письменной форме), Бабанов О.Т., Баймуратов К.Ш. (право голосования передано депутату Жеенчороеву М.К. в письменной форме), Жунус уулу Адыл (право голосования передано депутату Туманбаевой Р.М. в письменной форме), Исаев К.К., Молдобекова Г.С. (право голосования передано депутату Примову У.Б. в письменной форме), Эгембердиев М.Б. (право голосования передано депутату Исакову М.А. в письменной форме).",http://kenesh.kg/ru/article/show/2902/protokol-17-ot-09-11-2017-g,87,15 минут,104,,109,,,,,
200,протокол № 15 от 02.11.2017 г.,02.11.2017,21,"Абжалиев А.Т. (право голосования передано депутату Тиллаеву Т.Г. в письменной форме), Акаев Ж.К. (право голосования передано депутату Нурбаеву А.М. в письменной форме), Алтынбеков А. (право голосования передано депутату Тиллаеву Т.Г. в письменной форме), Аманкулов М.А. (право голосования передано депутату Керезбекову К.К. в письменной форме), Бабанов О.Т. (право голосования передано депутату Жеенчороеву М.К. в письменной форме), Бекешев Д.Д. (право голосования передано депутату Аманкулову М.А. в письменной форме), Жапаров А.У. (право голосования передано депутату Сулайманову А.Т. в письменной форме), Жунус уулу Алтынбек (право голосования передано депутату Жамалдинову З.И. в письменной форме), Ибраимжанов Б.С. (право голосования передано депутату Тулендыбаеву П.Р. в письменной форме), Иманалиев К.К. (право голосования передано депутату Токтошеву Э.Т. в письменной форме), Исаев К.К., Казакбаев Р.А. (право голосования передано депутату Жеенчороеву М.К. в письменной форме), Касымалиева А.К. (право голосования передано депутату Примову У.Б. в письменной форме), Маннанов И.А. (право голосования передано депутату Зулпукарову Т.З. в письменной форме), Момбеков Р.Ч. (право голосования передано депутату Алтыбаевой А.Т. в письменной форме), Омуркулов И.Ш. (право голосования передано депутату Зулпукарову Т.З. в письменной форме), Самаев У.О. (право голосования передано депутату Баатырбекову А.Б. в письменной форме), Строкова Е.Г. (право голосования передано депутату Карашеву А.А. в письменной форме), Турсунбаев А.А. (право голосования передано депутату Баатырбекову А.Б. в письменной форме), Турускулов Ж.К. (право голосования передано депутату Жамангулову А.Ж. в письменной форме), Юсуров А.Л. (право голосования передано депутату Икрамову Т.И. в письменной форме).",http://kenesh.kg/ru/article/show/2900/protokol-15-ot-02-11-2017-g,90,15 минут,101,,91,,,,,
201,протокол № 16 от 08.11.2017 г.,08.11.2017,6,"Айнакулов М.А. (право голосования передано депутату Мадеминову М.Г. в письменной форме), Артыкбаев О.М., Бабанов О.Т., Жунус уулу Адыл (право голосования передано депутату Туманбаевой Р.М. в письменной форме), Исаев К.К., Эгембердиев М.Б. (право голосования передано депутату Исакову М.А. в письменной форме).",http://kenesh.kg/ru/article/show/2901/protokol-16-ot-08-11-2017-g,70,15 минут,75,,,,,,,
202,протокол № 14 от 01.11.2017 г.,01.11.2017,21,"Акаев Ж.К. (право голосования передано депутату Нурбаеву А.М. в письменной форме), Алимбеков Н.К. (право голосования передано депутату Баатырбекову А.Б. в письменной форме), Бабанов О.Т. (право голосования передано депутату Жеенчороеву М.К. в письменной форме), Бакчиев Ж.А. (право голосования передано депутату Абдылдаеву М.Ю. в письменной форме), Бекешев Д.Д. (право голосования передано депутату Аманкулову М.А. в письменной форме), Джураев С.М. (право голосования передано депутату Мадеминову М.Г. в письменной форме), Жутанов А.Т. (право голосования передано депутату Икрамову Т.И. в письменной форме), Иманалиев К.К. (право голосования передано депутату Токтошеву Э.Т. в письменной форме), Исаев К.К., Касымалиева А.К. (право голосования передано депутату Примову У.Б. в письменной форме), Мавлянова М.Э. (право голосования передано депутату Тиллаеву Т.Г. в письменной форме), Маннанов И.А. (право голосования передано депутату Зулпукарову Т.З. в письменной форме), Ормонов У.З. (право голосования передано депутату Торокулову Д.Г. в письменной форме), Сабиров М.Э. (право голосования передано депутату Казакбаеву Р.А. в письменной форме), Самаев У.О. (право голосования передано депутату Сарсейитову И.З. в письменной форме), Строкова Е.Г. (право голосования передано депутату Карашеву А.А. в письменной форме), Султанов А.М. (право голосования передано депутату Жамалдинову З.И. в письменной форме), Узакбаев А.О. (право голосования передано депутату Асылбаевой Г.К. в письменной форме), Турсунбаев А.А. (право голосования передано депутату Баатырбекову А.Б. в письменной форме), Турускулов Ж.К. (право голосования передано депутату Жамангулову А.Ж. в письменной форме), Шыкмаматов А.Н. (право голосования передано депутату Токтошеву Э.Т. в письменной форме).",http://kenesh.kg/ru/article/show/2899/protokol-14-ot-01-11-2017-g,96,15 минут,95,1 час,97,15 минут,83,83,,
203,протокол № 12 от 25.10.2017 г.,25.10.2017,16,"Айдаров С.А. (право голосования передано депутату Толонову Д.Э. в письменной форме), Аттокуров Д.Б. (право голосования передано депутату Кодурановой А.С. в письменной форме), Бабанов О.Т. (право голосования передано депутату Жеенчороеву М.К. в письменной форме), Жунус уулу Адыл (право голосования передано депутату Баймуратову К.Ш. в письменной форме), Иминов Ф.А. (право голосования передано депутату Тиллаеву Т.Г. в письменной форме), Исаева Д.Ш. (право голосования передано депутату Абжалиеву А.Т. в письменной форме), Исаев К.К. (право голосования передано депутату Джумабекову Д.А. в письменной форме), Казакбаев Р.А. (право голосования передано депутату Жеенчороеву М.К. в письменной форме), Калмаматов Ж.А. (право голосования передано депутату Баатырбекову А.Б. в письменной форме), Мамашова А.Т., Назаров А.К. (право голосования передано депутату Нурматову К.С. в письменной форме), Салянова А.Ж. (право голосования передано депутату Никитенко Н.В. в письменной форме), Строкова Е.Г. (право голосования передано депутату Карашеву А.А. в письменной форме), Текебаев О.Ч., Чолпонбаев У.С. (право голосования передано депутату Мамытову Т.Т. в письменной форме), Юсуров А.Л. (право голосования передано депутату Масалиеву И.А. в письменной форме).",http://kenesh.kg/ru/article/show/2897/protokol-12-ot-25-10-2017-g,84,15 минут,71,,111,,111,,,
204,протокол № 13 от 26.10.2017 г.,26.10.2017,5,"Исаев К.К. (право голосования передано депутату Самаеву У.О. в письменной форме), Калмаматов Ж.А., Мамашова А.Т. (право голосования передано депутату Маматову А. в письменной форме), Маннанов И.А. (право голосования передано депутату Омуркулову И.Ш. в письменной форме), Текебаев О.Ч.",http://kenesh.kg/ru/article/show/2898/protokol-13-ot-26-10-2017-g,90,15 минут,99,,93,,,,,
205,протокол № 11 от 19.10.2017 г.,19.10.2017,5,"Аманкулов М.А. (право голосования передано депутату Омуркулову И.Ш. в письменной форме), Исаев К.К., Мамашова А.Т., Никитенко Н.В. (право голосования передано депутату Саляновой А.Ж. в письменной форме), Текебаев О.Ч.",http://kenesh.kg/ru/article/show/2895/protokol-11-ot-19-10-2017-g,87,15 минут,104,,102,,,,,
206,протокол № 10 от 18.10.2017 г.,18.10.2017,4,"Алимбеков Н.К. (право голосования передано депутату Эргешову А.М. в письменной форме), Аманкулов М.А. (право голосования передано депутату Омуркулову И.Ш. в письменной форме), Исаев К.К., Текебаев О.Ч.",http://kenesh.kg/ru/article/show/2698/protokol-10-ot-18-10-2017-g,78,,,,,,,,,
207,протокол № 9 от 28.09.2017 г.,28.09.2017,14,"Акматов А.Ж. (право голосования передано депутату Субанбекову Б.Ж. в письменной форме),  Аманкулов М.А. (право голосования передано депутату Омуркулову И.Ш. в письменной форме), Жетигенов Б.Ж. (право голосования передано депутату Молдобековой Г.С. в письменной форме), Ибраимжанов Б.С. (право голосования передано депутату Жеенчороеву М.К. в письменной форме), Мамытов Т.Т. (право голосования передано депутату Жеенчороеву М.К. в письменной форме), Нурбаев А.М. (право голосования передано депутату Маннанову И.А. в письменной форме), Осмонова А.Ш. (право голосования передано депутату Касымалиевой А.К. в письменной форме), Примов У.Б. (право голосования передано депутату Молдобековой Г.С. в письменной форме), Сабиров М.Э. (право голосования передано депутату Тулендыбаеву П.Р. в письменной форме), Сарсейитов И.З., Сыдыков Б.У. (право голосования передано депутату Зулушеву К.Т. в письменной форме), Текебаев О.Ч., Торобаев Б.Э., Турускулов Ж.К. (право голосования передано депутату Тулендыбаеву П.Р. в письменной форме).",http://kenesh.kg/ru/article/show/2653/protokol-9-ot-28-09-2017-g,98,,100,,101,,61,,,
208,протокол № 8 от 27.09.2017 г.,27.09.2017,6,"Аманкулов М.А. (право голосования передано депутату Омуркулову И.Ш. в письменной форме), Зулпукаров Т.З. (право голосования передано депутату Джураеву С.М. в письменной форме), Нурбаев А.М. (право голосования передано депутату Маннанову И.А. в письменной форме), Примов У.Б. (право голосования передано депутату Жетигенову Б.Ж. в письменной форме), Сарсейитов И.З., Текебаев О.Ч.",http://kenesh.kg/ru/article/show/2622/protokol-8-ot-27-09-2017-g,79,,93,,,,,,,
209,протокол № 7 от 21.09.2017 г.,21.09.2017,11,"Акаев Ж.К. (право голосования передано депутату Примову У.Б. в письменной форме), Алимбеков Н.К. (право голосования передано депутату Эргешову А.М. в письменной форме), Жолдошбаев К., Зулпукаров Т.З. (право голосования передано депутату Мадеминову М.Г. в письменной форме), Икрамов Т.И. (право голосования передано депутату Узакбаеву А.О. в письменной форме), Исаков М.А. (право голосования передано депутату Омуркулову И.Ш. в письменной форме), Молдобекова Г.С. (право голосования передано депутату Омуркулову И.Ш. в письменной форме), Назаров А.К. (право голосования передано депутату Баатырбекову А.Б. в письменной форме), Сулейманов Б.И. (право голосования передано депутату Нышанову С.К. в письменной форме), Токтошев Э.Т. (право голосования передано депутату Нышанову С.К. в письменной форме), Текебаев О.Ч.",http://kenesh.kg/ru/article/show/2621/protokol-7-ot-21-09-2017-g,80,30 минут,90,,85,,,,,
210,протокол № 6 от 20.09.2017 г.,20.09.2017,10,"Жетигенов Б.Ж. (право голосования передано депутату Самигуллиной А.Э. в письменной форме), Жолдошбаев К., Икрамов Т.И. (право голосования передано депутату Узакбаеву А.О. в письменной форме), Исаков М.А. (право голосования передано депутату Омуркулову И.Ш. в письменной форме), Касымалиева А.К. (право голосования передано депутату Орозовой К.Б. в письменной форме), Молдобекова Г.С. (право голосования передано депутату Омуркулову И.Ш. в письменной форме), Строкова Е.Г. (право голосования передано депутату Карашеву А.А. в письменной форме), Сурабалдиева Э.Ж. (право голосования передано депутату Джураеву С.М. в письменной форме), Текебаев О.Ч., Токтошев Э.Т. (право голосования передано депутату Нышанову С.К. в письменной форме).",http://kenesh.kg/ru/article/show/2620/protokol-6-ot-20-09-2017-g,71,,,,,,,,,
211,протокол № 5 от 14.09.2017 г.,14.09.2017,28,"Айнакулов М.А. (право голосования передано депутату Артыкову А. в письменной форме), Алтыбаева А.Т. (право голосования передано депутату Жээнбекову А.Ш. в письменной форме), Аманкулов М.А. (право голосования передано депутату Мусабековой Ж.А. в письменной форме), Асылбаева Г.К. (право голосования передано депутату Султанову А.М. в письменной форме), Аттокуров Д.Б. (право голосования передано депутату Омуркулову И.Ш. в письменной форме), Бекешев Д.Д. (право голосования передано депутату Арапбаеву А.А. в письменной форме), Джумабеков Д.А. (право голосования передано депутату Баатырбекову А.Б. в письменной форме), Джураев С.М. (право голосования передано депутату Момбекову Р.Ч. в письменной форме), Жетигенов Б.Ж. (право голосования передано депутату Молдобековой Г.С. в письменной форме), Зулпукаров Т.З. (право голосования передано депутату Омуркулову И.Ш. в письменной форме), Ибраимжанов Б. С. (право голосования передано депутату Тулендыбаеву П.Р. в письменной форме), Казакбаев Р.А. (право голосования передано депутату Омурбековой А.С. в письменной форме), Кулбараков А.И. (право голосования передано депутату Молдобековой Г.С. в письменной форме), Мавлянова М.Э. (право голосования передано депутату Зулушеву К.Т. в письменной форме), Мадеминов М.Г. (право голосования передано депутату Омуркулову И.Ш. в письменной форме), Мамытов Т.Т. (право голосования передано депутату Омурбековой А.С. в письменной форме), Осмонова А.Ш. (право голосования передано депутату Касымалиевой А.К. в письменной форме), Примов У.Б. (право голосования передано депутату Нурбаеву А.М. в письменной форме), Сабиров М.Э. (право голосования передано депутату Жеенчороеву М.К. в письменной форме), Самигуллина А.Э. (право голосования передано депутату Омуркулову И.Ш. в письменной форме), Сарсейитов И.З. (право голосования передано депутату Баатырбекову А.Б. в письменной форме), Сурабалдиева Э.Ж. (право голосования передано депутату Арапбаеву А.А. в письменной форме), Сыдыков Б.У. (право голосования передано депутату Зулушеву К.Т. в письменной форме), Текебаев О.Ч., Толонов Д.Э., Турускулов Ж.К. (право голосования передано депутату Тулендыбаеву П.Р. в письменной форме), Чолпонбаев У.С. (право голосования передано депутату Исаевой Д.Ш. в письменной форме), Эргешов А.М. (право голосования передано депутату Конушбаеву Т.К. в письменной форме).",http://kenesh.kg/ru/article/show/2618/protokol-5-ot-14-09-2017-g,80,15 минут,97,1 час,91,,78,76,,
212,протокол № 3 от 07.09.2017 г.,07.09.2017,5,"Аманкулов М.А. (право голосования передано депутату Бекешову Д.Д. в письменной форме), Мамашова А.Т. (право голосования передано депутату Никитенко Н.В. в письменной форме), Токторов А.С. (право голосования передано депутату Баатырбекову А.Б. в письменной форме), Текебаев О.Ч., Эргешов А.М. (право голосования передано депутату Алимбекову Н.К. в письменной форме).",http://kenesh.kg/ru/article/show/2616/protokol-3-ot-07-09-2017-g,70,15 минут,62,,97,,,,,
213,протокол № 4 от 13.09.2017 г.,13.09.2017,10,"Аманкулов М.А. (право голосования передано депутату Омуркулову И.Ш. а письменной форме), Алимбеков Н.К. (право голосования передано депутату Макееву Н.К. в письменной форме), Бекешев Д.Д. (право голосования передано депутату Арапбаеву А.А. в письменной форме), Зулпукаров Т.З. (право голосования передано депутату Мадеминову М.Г. в письменной форме), Самигуллина А.Э. (право голосования передано депутату Омуркулову И.Ш. в письменной форме), Сурабалдиева Э.Ж. (право голосования передано депутату Арапбаеву А.А. в письменной форме), Сыдыков Б.У. (право голосования передано депутату Зулушеву К.Т. в письменной форме), Текебаев О.Ч., Толонов Д.Э., Эргешов А.М. (право голосования передано депутату Конушбаеву Т.К. в письменной форме).",http://kenesh.kg/ru/article/show/2617/protokol-4-ot-13-09-2017-g,78,15 минут,89,,90,,,,,
214,протокол № 2 от 06.09.2017 г.,06.09.2017,5,"Аманкулов М.А. (право голосования передано депутату Бекешеву Д.Д. в письменной форме), Мамашова А.Т. (право голосования передано депутату Никитенко Н.В. в письменной форме), Токторов А.С. (право голосования передано депутату Баатырбекову А.Б. в письменной форме), Текебаев О.Ч., Эргешов А.М. (право голосования передано депутату Алимбекову Н.К. в письменной форме).",http://kenesh.kg/ru/article/show/2553/protokol-2-ot-06-09-2017-g,90,,,,,,,,,
215,протокол № 1 от 04.09.2017 г.,04.09.2017,0,Все присутствовали,http://kenesh.kg/ru/article/show/2552/protokol-1-ot-04-09-2017-g,,,,,,,,,,
216,протокол № 1 от 25.08.2017 г. (внеочередное),25.08.2017,9,"Айдаров С.А. (право голосования передано депутату Толонову Д.Э. в письменной форме), Жумалиев К.М. (право голосования передано депутату Акматову А.Ж. в письменной форме), Зулушев К.Т. (право голосования передано депутату Абжалиеву А.Т. в письменной форме), Конушбаев Т.К. (право голосования передано депутату Толонову Д.Э. в письменной форме), Мавлянова М.Э. (право голосования передано депутату Жеенчороеву М.К. в письменной форме), Сурабалдиева Э.Ж. (право голосования передано депутату Джураеву С.М. в письменной форме), Токторов А.С. (право голосования передано депутату Баатырбекову А.Б. в письменной форме), Текебаев О.Ч., Турсунбаев А.А. (право голосования передано депутату Нурматову К.С. в письменной форме).",http://kenesh.kg/ru/article/show/2551/protokol-1-ot-25-08-2017-g-vneocherednoe,103,00 часов,109,15 минут,,,,,,
217,протокол № 75 от 29.06.2017 г.,29.06.2017,11,"Баатырбеков А.Б. (право голосования передано депутату Токторову А.С. в письменной форме), Джураев С.М., Зулпукаров Т.З., Исмаилова А.Ж., Мамашова А.Т., Нурбаев А.М., Нышанов С.К., Омурбекова А.С., Орозова К.Б. (право голосования передано депутату Карамушкиной И.Ю. в письменной форме), Сулейманов Б.И., Текебаев О.Ч.",http://kenesh.kg/ru/article/show/2471/protokol-75-ot-29-06-2017-g,100,15 минут,68,1 час,95,,107,,,
218,протокол № 74 от 28.06.2017 г.,28.06.2017,13,"Баатырбеков А.Б. (право голосования передано депутату Токторову А.С. в письменной форме), Джураев С.М., Зулпукаров Т.З., Исмаилова А.Ж., Карамушкина И.Ю., Мамашова А.Т., Мусабекова Ж.А. (право голосования передано депутату Кодурановой А.С. в письменной форме), Нурбаев А.М., Нышанов С.К., Омурбекова А.С., Орозова К.Б. (право голосования передано депутату Карамушкиной И.Ю. в письменной форме), Сулейманов Б.И., Текебаев О.Ч.",http://kenesh.kg/ru/article/show/2454/protokol-74-ot-28-06-2017-g,85,15 минут,100,1 час,101,,108,,,
